,בעלי זכות בחירה,מצביעים,העבודה,אור,מפד”ל,יהדות התורה,בל”ד,התנועה הירוקה מימד,חד”ש,גמלאים,ישראל חזקה,איחוד לאומי,הישראלים,לב,ניצולי השואה ובוגרי עלה ירוק,קדימה,ישראל ביתנו,ליכוד,מרצ,ישראל המתחדשת,אחריות,לזוז,לוחמי חברה מאוחדים,רע”מ,כח להשפיע,מהפך בחינוך,ברית עולם,זכויות הגבר במשפחה,צומת,צבר,דעם,עלה ירוק,כוח הכסף,לידר,הירוקים,ש”ס
עין גדי,438,282,80,0,0,0,0,8,0,0,0,0,0,0,0,117,8,18,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3
עין דור,698,404,52,0,1,0,0,5,3,1,0,0,0,0,0,139,12,17,163,0,0,0,0,0,2,0,0,0,1,1,0,4,0,0,1,1
עין הבשור,572,448,96,0,2,1,0,10,4,0,0,8,0,0,0,176,47,64,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0
עין הוד,345,236,46,0,3,0,0,20,1,0,1,1,0,0,2,90,5,17,44,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,1
עין החורש,654,507,141,0,0,0,0,4,7,1,0,1,1,0,0,101,8,14,221,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,3,0
עין המפרץ,640,469,122,0,0,0,0,7,1,0,0,0,0,0,0,131,4,6,188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2
"עין הנצי""ב",419,325,18,0,142,0,0,16,1,0,0,37,0,0,1,19,1,81,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
עין העמק,481,323,20,0,14,4,0,1,0,1,5,13,0,0,0,86,48,100,5,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,19
עין השופט,771,492,148,0,3,0,0,4,2,0,0,0,0,0,1,132,8,11,173,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
עין השלושה,304,187,62,0,2,0,0,2,0,0,0,0,0,1,1,90,6,13,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0
עין ורד,818,656,229,0,1,0,0,7,5,1,1,3,0,0,1,283,32,51,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
עין זיוון,195,119,32,0,1,0,0,1,1,1,0,2,0,0,1,40,9,19,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0
עין חוד,113,46,2,0,0,0,14,0,14,0,0,1,0,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,2
עין חרוד (איחוד),543,387,144,0,1,0,0,4,4,2,2,1,0,0,0,158,13,31,19,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0
עין חרוד (מאוחד),670,475,211,0,2,3,0,8,0,0,0,18,0,0,0,128,14,37,47,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
עין יהב,458,349,120,0,3,0,0,5,4,0,0,7,0,0,0,156,8,14,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
עין יעקב,503,366,84,2,13,0,0,7,0,1,0,11,0,0,0,59,21,103,4,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,53
עין כרמל,354,264,132,0,0,0,0,11,0,2,0,2,0,0,1,69,13,9,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
עין מאהל,6374,3562,28,0,0,2,892,1,1255,1,0,2,8,1,1,18,0,27,8,1,0,0,2,1210,12,0,0,0,3,3,2,2,1,1,0,57
עין נקובא,1025,436,27,0,1,0,47,0,49,0,0,1,0,0,0,6,1,3,53,0,0,0,0,177,2,0,1,2,0,1,7,0,2,1,0,4
עין עירון,334,248,43,0,1,0,0,23,2,1,0,2,0,0,0,128,4,18,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
עין צורים,725,587,13,0,175,3,0,22,0,0,0,261,0,0,0,8,7,78,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,11
עין ראפה,448,194,7,0,0,0,74,0,44,0,0,0,2,0,0,5,3,1,11,0,0,0,0,39,1,0,1,0,0,0,0,0,0,0,0,1
עין שמר,592,415,71,0,3,0,0,7,5,0,0,1,0,0,0,129,11,12,168,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
עין שריד,840,599,71,1,5,40,0,5,4,0,1,7,0,0,0,224,26,139,31,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,6,27
עין תמר,115,78,10,0,1,0,0,1,0,0,0,0,0,0,0,41,7,11,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
עינת,438,344,130,1,0,0,0,7,0,2,1,3,0,0,0,128,10,20,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
עיר כרמל,17253,7735,2266,2,3,8,735,8,368,25,11,17,4,0,2,1538,447,1206,233,0,1,2,1,49,53,0,4,3,3,7,15,37,3,27,5,547
עכו,38794,22718,849,3,283,103,3125,25,1668,61,16,464,3,7,8,2701,4910,4971,99,7,1,6,4,495,10,0,4,9,24,23,42,48,5,9,35,2226
עלומים,304,233,5,0,117,1,0,8,0,0,1,23,0,0,0,8,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
עלי,1417,1064,4,0,308,6,0,0,0,0,1,374,0,0,0,17,58,197,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,82
עלי זהב,451,337,1,0,71,1,0,1,0,0,0,74,0,0,0,17,40,112,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,14
עלמה,505,316,16,0,37,3,0,0,0,0,0,6,0,0,1,6,22,136,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,85
עלמון,539,400,10,1,5,1,1,12,0,2,0,20,0,0,0,71,45,217,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3
עמוקה,172,110,27,0,1,0,0,3,2,0,0,1,0,0,0,35,3,8,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
עמינדב,471,341,31,0,10,0,0,7,3,3,2,8,0,0,1,87,27,108,28,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,3,16
עמיעד,475,278,89,0,0,0,0,8,2,0,0,1,0,0,0,136,4,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
עמיעוז,205,129,23,0,2,0,0,0,0,0,0,2,0,0,0,19,16,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
עמיקם,360,282,35,0,5,0,0,26,0,0,0,5,0,0,0,133,20,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
עמיר,483,338,80,0,2,0,0,5,10,0,0,2,0,0,0,84,6,11,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
עמנואל,1678,1114,1,0,7,274,0,0,0,0,0,203,0,0,0,4,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544
עמקה,432,297,10,0,30,5,0,1,1,0,2,18,0,0,1,46,17,115,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,43
ענב,362,278,4,0,37,0,0,0,0,1,1,123,0,0,0,3,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
עפולה,32576,18220,1078,6,404,120,14,38,13,73,45,520,9,4,18,3379,4013,6245,151,77,8,9,10,13,18,0,4,10,5,55,30,71,11,14,56,1402
עץ אפרים,483,375,3,0,42,2,0,3,0,1,1,37,0,0,0,46,51,142,1,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,1,32
עראבה,11630,7728,95,0,0,10,1650,0,3197,5,2,2,1,0,0,93,2,7,61,1,0,0,2,2566,8,0,0,1,5,2,2,2,1,1,0,3
עראמשה,801,321,145,0,1,0,10,0,13,0,0,0,0,1,0,28,3,3,7,0,0,0,0,67,0,0,0,0,0,1,1,1,0,0,0,12
ערב אל נעים,270,85,3,0,1,0,1,0,3,0,10,0,5,0,1,1,2,9,0,0,0,0,0,30,0,0,0,0,1,0,3,1,2,0,0,4
ערד,20293,10972,826,1,87,730,12,100,24,45,27,306,2,3,6,2433,3474,1940,217,32,8,5,3,27,4,0,4,1,2,13,11,55,5,8,33,295
ערוגות,559,435,103,0,1,2,0,4,0,5,2,3,0,0,0,169,31,90,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
ערערה,9672,5429,6,0,0,1,2367,8,1109,1,0,2,2,0,0,12,4,8,74,1,1,4,1,1734,1,0,0,6,8,4,21,2,1,2,1,5
ערערה-בנגב,4619,2709,8,0,1,1,14,0,7,0,0,1,2,1,0,37,8,17,3,2,3,0,0,2534,1,0,1,1,1,1,4,6,3,0,0,7
עשרת,829,651,138,0,4,0,0,13,1,3,1,11,1,0,1,310,18,80,55,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,2
עתלית,3843,2475,294,0,134,9,0,28,4,12,5,32,0,0,1,758,249,644,52,2,0,1,0,0,0,0,0,0,0,1,4,6,0,1,9,197
עתניאל,339,274,0,0,77,3,0,2,0,0,0,132,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
פארן,344,235,65,0,0,0,0,4,1,0,0,1,0,0,1,131,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
פדואל,541,462,0,0,169,4,0,0,0,0,0,206,0,0,0,0,2,64,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14
פדויים,253,155,9,4,0,12,0,0,0,0,0,10,0,0,0,16,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30
פדיה,429,302,23,0,1,1,0,0,0,3,0,0,0,0,0,74,37,130,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30
פוריה - כפר עבודה,201,134,7,0,2,0,0,0,0,0,0,3,0,0,0,32,8,62,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12
פוריה - נווה עובד,737,454,31,0,31,1,0,1,1,2,0,9,0,0,2,72,45,204,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,2,44
פוריה עילית,499,329,38,0,15,0,0,1,1,3,1,2,0,0,0,102,41,98,13,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,6
פוריידיס,6412,2524,73,0,1,137,385,0,266,2,1,6,1,0,1,59,2,7,7,1,0,0,1,1331,1,0,0,2,1,1,5,6,2,0,0,209
פורת,697,385,8,0,19,3,0,0,0,3,0,15,0,0,0,24,19,115,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,5,162
פטיש,503,350,51,0,24,3,0,0,0,1,0,1,0,0,0,31,15,104,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,112
פלמחים,507,318,103,0,5,0,0,1,0,1,0,0,0,0,0,115,6,13,61,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3
פני חבר,133,108,1,0,15,0,0,0,0,0,0,69,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
פסגות,852,740,0,1,173,1,0,4,0,0,0,421,0,0,0,2,5,99,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25
פסוטה,2188,807,53,0,19,0,222,0,174,6,0,3,0,0,0,112,2,6,68,0,0,0,0,6,0,0,0,1,0,0,3,10,0,0,0,115
"פעמי תש""ז",259,171,29,0,3,2,0,1,1,0,0,4,0,0,0,20,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64
פצאל,223,146,27,0,0,1,0,0,0,0,0,5,0,0,0,40,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
פקיעין (בוקייעה),3487,2179,591,0,0,1,243,0,472,0,8,0,0,0,0,151,540,54,16,0,0,0,0,2,0,0,1,0,0,1,3,5,0,1,2,63
פקיעין חדשה,245,171,38,1,2,0,0,0,0,1,0,1,0,0,0,17,15,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
פרדס חנה-כרכור,22740,13946,1396,2,440,93,3,345,81,118,42,237,5,0,17,3965,1714,3490,546,5,4,4,2,3,11,0,2,8,5,27,14,74,11,4,55,1007
פרדסיה,4432,3286,531,0,47,3,0,28,3,11,4,40,1,0,3,1438,139,693,96,0,0,0,0,0,8,0,0,0,0,9,0,8,0,0,25,179
פרוד,265,157,60,0,1,1,0,10,1,4,0,2,0,0,0,42,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4
פרזון,284,172,17,0,4,3,0,0,0,2,0,8,0,0,0,14,28,82,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9
פרי גן,117,76,18,0,0,0,0,0,0,0,0,0,0,0,0,31,7,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
פתח תקווה,155678,100123,8661,20,6043,3398,24,412,105,748,240,4114,12,25,64,23405,14836,25884,1539,141,19,15,22,21,161,0,19,16,21,90,45,330,41,32,341,8061
פתחיה,564,393,24,1,9,1,0,2,1,3,0,5,2,0,0,100,31,163,5,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,39
צאלים,367,252,113,0,0,0,0,2,0,0,1,3,0,0,2,80,14,8,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
צביה,214,160,22,0,0,0,0,14,2,0,1,0,0,0,0,89,2,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
צובה,535,373,208,0,4,0,0,6,1,0,0,2,0,0,1,84,8,12,38,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0
צוחר,334,196,18,0,3,2,0,3,0,1,0,9,0,0,0,54,19,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28
צופים,616,466,9,0,65,3,0,1,0,2,1,109,0,0,0,58,38,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19
צופית,694,550,160,0,3,0,0,13,4,3,1,1,0,0,0,214,35,61,41,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,4
צופר,290,220,48,1,2,0,0,7,0,0,0,2,0,0,0,112,12,19,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
צוקי ים,136,101,18,0,2,0,0,1,1,2,2,3,0,0,0,40,5,6,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
צור הדסה,2643,1970,285,2,26,5,0,80,27,6,4,27,0,0,0,600,159,544,139,0,0,1,1,0,0,0,0,0,0,4,0,5,0,1,9,31
צור יצחק,77,70,6,0,3,0,0,0,1,0,0,0,0,0,0,31,9,14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
צור משה,1462,1176,296,0,6,2,0,15,7,4,4,8,0,0,0,576,39,130,63,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,5,7
צור נתן,206,148,8,0,3,0,0,1,3,1,0,1,0,0,0,62,20,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
צוריאל,239,158,29,0,4,2,0,1,0,0,0,0,0,0,0,17,14,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34
צורית,507,418,75,0,2,1,0,13,0,1,0,1,0,1,0,204,41,51,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1
ציפורי,473,348,66,0,3,1,0,36,3,1,1,1,0,0,0,132,33,48,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
צלפון,473,326,34,0,17,3,0,2,0,1,0,12,0,0,0,36,12,152,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
צנדלה,915,418,2,0,0,0,103,0,93,0,0,0,0,0,0,1,1,0,1,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,1,0
צפריה,344,283,6,0,83,2,0,1,0,3,1,69,0,0,0,13,10,79,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11
צפרירים,247,155,34,0,0,2,0,4,2,1,0,2,0,0,0,43,12,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
צפת,19717,10920,413,1,386,779,6,49,12,27,9,1458,2,5,7,1035,1512,2475,52,3,4,2,4,87,54,0,3,0,2,10,5,58,4,3,13,2304
צרופה,551,415,43,0,15,1,0,11,0,2,1,10,0,0,0,141,30,121,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,28
צרעה,799,512,192,0,3,0,0,9,3,0,0,0,0,0,0,175,2,15,86,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,4,1
קבועה (שבט),457,258,1,0,0,0,22,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,225,0,0,0,0,0,1,0,0,0,1,0,0
קבוצת יבנה,595,424,17,0,168,0,0,34,0,0,0,42,0,0,0,71,13,62,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,4
קדומים,2082,1716,2,0,300,10,0,4,0,0,0,936,0,0,0,5,57,341,1,0,0,0,0,1,1,0,0,0,2,1,1,1,0,0,1,41
קדימה-צורן,10626,7615,1069,1,131,40,0,55,13,20,17,112,0,0,6,2952,641,1653,254,3,0,1,0,0,14,0,1,0,6,7,2,21,0,0,29,493
קדמת צבי,268,173,28,0,4,0,0,2,1,0,0,7,0,0,0,78,18,27,4,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0
קדר,456,329,7,0,2,0,0,4,0,0,1,8,0,0,1,55,56,168,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,17
קדרון,960,751,199,0,8,2,0,16,1,6,2,8,0,0,0,342,28,71,54,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,4,2
קודייראת א-צאנע(ש,931,192,1,0,0,1,8,0,0,0,0,0,1,0,0,4,3,5,0,0,0,1,1,154,0,0,0,1,1,0,2,1,1,2,0,4
קוואעין (שבט),274,35,1,0,0,0,3,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1
קוממיות,222,124,0,0,0,114,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
קורנית,438,341,91,0,4,0,0,16,1,0,0,5,0,0,0,135,17,19,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
קטורה,409,204,25,0,0,0,0,47,0,0,0,4,0,0,0,75,10,13,20,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1
קיסריה,3380,2258,401,1,38,1,0,28,5,7,2,11,0,0,0,992,105,502,106,0,0,1,0,0,2,0,1,0,1,2,0,15,1,0,8,14
קלחים,219,147,44,0,1,0,0,2,0,0,0,4,0,0,0,28,6,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39
קליה,227,144,22,0,6,0,0,4,0,1,1,3,0,0,0,56,11,31,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
קלנסווה,9850,5776,17,0,0,0,1343,0,1772,0,0,5,0,0,0,6,4,6,61,0,0,1,0,2443,34,0,1,1,4,1,2,1,0,1,0,11
קלע,111,60,3,0,0,0,1,0,0,0,4,0,0,0,0,14,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
קציר-חריש,2243,1524,127,0,74,7,4,71,12,7,2,66,0,0,2,444,256,221,72,2,1,0,1,5,1,0,1,0,2,2,2,13,0,0,5,106
קצר א-סר,397,258,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,248,0,0,0,0,1,0,0,0,0,2,0,2
קצרין,5363,3028,147,1,100,17,6,14,2,8,3,141,0,0,4,760,828,635,38,1,3,1,0,0,0,0,0,2,3,11,9,19,2,0,10,158
קרית אונו,23408,16370,2811,1,421,70,2,150,49,94,50,263,1,1,18,5911,1034,3764,633,4,5,5,5,3,13,0,8,3,9,16,6,54,7,2,80,723
קרית ארבע,3979,2682,13,0,98,11,1,4,2,2,0,1387,0,1,0,65,323,532,7,2,5,0,0,0,5,0,0,1,0,1,0,4,0,0,2,189
קרית אתא,41963,25339,1745,7,913,411,9,60,29,145,43,737,3,3,13,5950,4988,7090,176,37,2,4,6,4,25,0,4,8,9,55,23,85,12,11,89,2210
קרית ביאליק,32888,20414,2491,4,232,92,10,79,13,187,43,187,3,9,24,6982,3656,4602,312,16,4,4,3,1,42,0,2,7,9,38,18,99,8,10,61,831
קרית גת,37341,22667,1035,2,525,824,12,43,13,103,25,754,4,7,9,3333,5667,5864,131,34,7,0,6,16,22,0,6,12,4,40,33,88,14,11,41,3551
קרית טבעון,12233,8355,1763,10,100,161,3,300,59,70,16,117,0,1,6,3174,489,1278,576,1,0,0,0,4,7,0,0,1,0,7,5,31,1,1,43,74
קרית ים,34786,19246,1229,4,271,71,20,32,20,109,35,260,4,9,18,4665,5634,4905,141,31,2,7,3,9,83,0,6,12,12,34,27,86,8,15,61,998
קרית יערים,1757,1204,6,0,8,786,0,2,1,1,0,54,0,0,0,10,12,59,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,249
קרית מוצקין,34365,22032,2648,5,593,68,15,74,26,250,53,294,2,8,17,6999,4151,4979,297,34,5,6,6,8,40,0,0,10,2,26,16,90,1,5,74,854
קרית מלאכי,15106,8519,557,1,529,136,6,11,3,75,8,1146,5,7,12,1187,720,2262,23,9,8,2,2,7,9,0,8,4,6,15,11,23,7,4,16,1527
קרית נטפים,269,218,0,0,36,0,0,0,0,0,0,78,0,0,0,1,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
קרית ענבים,278,208,70,2,2,0,0,13,6,1,0,0,0,0,0,56,3,16,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
קרית עקרון,7337,4471,342,4,182,19,4,13,4,18,6,166,0,2,3,833,532,1605,42,6,2,1,2,5,11,0,2,0,3,7,5,8,0,3,14,553
קרית שמונה,17894,9355,709,0,506,102,3,25,13,43,14,175,2,0,6,1581,2030,2773,83,12,2,1,3,4,23,0,1,3,12,9,3,45,0,5,23,1009
קרני שומרון,4540,3322,27,0,336,26,1,6,2,4,5,1065,1,0,0,154,378,1084,7,0,0,0,1,1,0,0,0,0,1,1,1,8,0,2,7,165
קשת,347,254,0,0,99,2,0,3,0,0,0,113,0,0,0,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
ראמה,5323,2626,189,0,0,9,523,0,891,5,1,0,3,0,2,146,135,208,45,1,0,0,0,269,0,0,0,1,7,0,2,3,1,0,0,119
ראס אל-עין,169,100,17,0,0,0,0,0,7,0,30,0,0,0,0,7,0,5,0,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0
ראס עלי,269,164,60,0,0,1,35,0,18,0,0,0,1,0,0,3,1,5,1,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,1,6
ראש העין,26156,18111,1812,3,488,237,1,89,40,38,35,593,0,0,9,4411,1322,5915,356,3,2,2,2,7,11,0,3,3,1,19,3,58,1,2,61,2367
ראש פינה,1954,1323,199,0,21,6,1,61,17,7,4,76,0,0,2,479,55,204,119,0,0,0,0,1,0,0,0,1,1,0,0,19,1,0,7,29
ראש צורים,306,263,0,0,130,0,0,6,0,2,0,56,0,0,0,1,3,58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
ראשון לציון,182953,117147,12647,25,2451,636,27,495,138,738,264,1649,23,26,72,37663,16779,31524,1957,159,13,18,22,18,248,0,22,22,24,238,63,454,30,30,580,6784
רבבה,384,363,0,0,70,1,0,0,0,0,0,240,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
רבדים,396,271,43,0,3,0,0,10,3,0,0,2,0,0,0,71,12,7,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
רביבים,658,401,170,0,4,0,0,14,4,0,1,1,1,0,1,117,22,19,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
רגבה,699,526,187,0,2,0,0,5,1,3,0,0,0,0,0,231,18,45,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
רגבים,344,209,74,1,4,1,0,5,5,0,0,2,0,0,0,72,8,9,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2
רהט,19237,7874,130,1,6,16,875,34,581,10,22,18,14,2,8,711,82,350,87,11,6,11,14,4461,6,0,6,12,10,12,17,23,19,12,11,79
רווחה,372,264,4,0,19,3,0,0,0,0,0,5,0,0,0,11,11,115,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92
רוויה,193,124,1,0,6,4,0,0,0,0,0,0,0,0,0,4,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39
רוחמה,446,299,66,0,0,0,0,1,0,1,0,1,0,0,0,99,5,10,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
רומאנה,466,403,0,0,0,2,54,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,1,0,0,0,0,1
רומת הייב,967,262,45,0,0,1,5,0,46,1,1,0,2,0,0,27,4,51,4,0,0,0,0,47,0,0,0,14,2,0,1,1,1,0,0,5
רועי,175,130,9,0,21,0,0,0,0,1,0,21,0,0,0,37,6,26,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2
רחוב,251,172,3,0,9,1,0,0,0,0,0,5,0,0,0,23,7,79,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,41
רחובות,88121,56337,5897,21,2204,1685,12,584,125,395,123,2681,9,15,23,13756,6981,14469,1589,34,20,7,11,20,41,0,5,26,11,65,27,187,18,59,221,4350
ריחאניה,765,453,178,0,0,0,5,0,13,1,1,0,0,0,2,39,106,36,21,0,0,0,0,33,0,0,0,0,0,0,2,1,0,0,1,2
ריחן,112,78,5,0,2,0,0,5,0,0,0,4,0,0,0,29,13,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
ריינה,8594,3973,60,0,0,7,1003,0,1380,0,2,4,3,1,0,64,13,18,18,0,0,4,0,1179,7,0,1,1,1,0,13,0,1,4,0,114
רימונים,436,286,4,0,12,0,0,2,1,2,1,30,0,0,0,51,34,124,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12
רינתיה,572,430,91,0,7,3,0,6,0,0,2,4,0,0,3,136,9,123,13,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,7,17
רכסים,4481,3470,31,0,52,1373,0,0,0,11,4,41,0,0,0,118,106,302,3,12,0,0,0,0,3,0,0,0,1,0,0,4,0,0,1,1379
רם-און,478,398,117,0,4,3,0,8,1,1,1,3,0,0,0,168,16,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
רמות,409,291,69,0,8,0,0,8,1,1,0,11,0,0,1,113,22,36,15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0
רמות השבים,921,696,154,2,1,6,0,12,5,2,1,3,0,0,2,342,11,68,69,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,4,3
רמות מאיר,469,327,55,0,5,0,0,5,0,1,2,5,0,0,0,124,13,67,28,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,14
רמות מנשה,597,446,87,0,0,1,0,16,3,1,0,1,0,0,0,146,4,18,155,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0
רמות נפתלי,374,255,80,0,1,0,0,3,0,2,2,5,0,0,0,71,31,45,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
רמלה,48009,25949,1287,2,304,89,630,169,914,92,44,495,16,18,16,3611,3850,7470,207,14,9,13,17,1720,17,0,10,20,10,44,37,67,14,14,47,3973
